tipID,Title,Text,Explain
1621,系统,游戏已结束,房间模式
1622,系统,玩家{0}想与您交换座位，是否同意？,房间模式
1623,系统,房间已被房主解散,房间模式
1624,系统,退出游戏将会解散房间，是否继续？,房间模式
1625,系统,是否要退出房间？,房间模式
1626,系统,比赛已开始，亲耐心完成比赛,比赛
1627,系统,比赛已结束,比赛重连已结束
1628,系统,ID不存在,俱乐部
1629,系统,申请加入失败，俱乐部已满,俱乐部
1630,系统,申请加入失败，条件不符,俱乐部
1631,系统,申请加入已提交，请等待审批,俱乐部
1632,系统,俱乐部{0}拒绝了您的加入申请,俱乐部邮件
1633,系统,创建俱乐部失败，钻石不足,俱乐部
1634,系统,创建俱乐部失败，角色数据异常,俱乐部
1635,系统,俱乐部昵称不合法,俱乐部
1636,系统,捐助成功,俱乐部
1637,系统,是否要退出俱乐部？,俱乐部
1638,系统,确定要踢出玩家{0}吗？,俱乐部
1639,系统,您已加入俱乐部，不能重复加入,俱乐部
1640,系统,您已被请离{0}俱乐部,俱乐部邮件
1641,系统,观战人数已到上限，请选择其他桌观战,比赛观战
1642,系统,报名成功,俱乐部
1643,系统,俱乐部昵称最多8个字,俱乐部
1644,系统,比赛创建成功，报名密码:<color=#FFFF33>{0}</color>,自建比赛
1645,系统,是否要解散俱乐部,俱乐部
1646,系统,快速开始游戏失败,匹配
1647,系统,长时间未准备，已被移出房间,匹配
1648,系统,俱乐部消息,俱乐部
1649,系统,踢出失败，该玩家正在俱乐部牌桌游戏中,俱乐部
1650,系统,解散失败，有玩家正在俱乐部牌桌游戏中,俱乐部
1651,系统,创建自建比赛数量已达到上限,自建比赛
1652,系统,钻石不足,匹配
1653,系统,房间已被{0}解散,房间模式
1654,系统,游戏开始失败，房主钻石不足,约局
1655,系统,游戏开始失败，俱乐部基金不足,约局
1656,系统,该玩家已经加入其它俱乐部,俱乐部
1657,系统,快速开始游戏失败，钻石不足,匹配
1658,系统,最低携带{0}钻石才能开始游戏,匹配
1659,系统,比赛奖励,比赛奖励标题
1660,系统,通知,信誉分邮件
1661,系统,您因为在{0}的{1}中消极比赛，被扣除5分信誉分。信誉分低于90将无法参加官方比赛，信誉分每天自动恢复1分。,信誉分邮件
1662,系统,入场钻石大于自身携带的钻石,创建房间
1663,系统,离场钻石大于自身携带的钻石,创建房间
1664,系统,金币已经低于房费，已被移除房间！,房间模式
1665,系统,报名密码错误，请确定密码输入是否正确！,比赛
1666,系统,您已经报名成功，不能重复报名!,比赛
1667,系统,比赛被解散!,比赛
1701,系统,恭喜您在{0}的{1}中获得第{2}名，赢得以下奖励：<color=#BF442DFF>{3}</color>,邮件
1702,系统,领取邮件成功,邮件
1703,系统,领取邮件失败,邮件
1704,系统,该位置已有人入座，请选择其它座位,匹配
1705,系统,"已获得您的好友{0}资助的钻石{1},请知悉。",邮件
1706,系统,获得好友资助,好友资助邮件标题
2000,系统,金币不足,20xx游戏车行
2001,系统,只能同时进行一个游戏,车行
2002,系统,游戏已开始请稍候,车行
2003,系统,进入该房间需要{0}金币,车行
2004,系统,金币不足无法继续游戏,车行
2005,系统,角色数据异常,车行
2006,系统,游戏已开始，无法下注,车行
2007,系统,连接异常，请检查网络…,车行
2008,系统,庄家不可下注,车行
2009,系统,已达到下注上限,车行
2010,系统,未知错误,系统
2011,系统,庄家不能中途退出,车行
2012,系统,您已成功坐庄,车行
2013,系统,正在轮换庄家，请稍候…,车行
2014,系统,上一局<color=#FF8C00>{0}</color>游戏正在结算中，请稍候…,系统提示
2015,系统,金币超出房间上限（{0}），请前往更高级房间游戏,车行
2016,系统,进入失败，错误码:{0},车行
2017,系统,押注失败，当前项押注已达上限,车行
2018,系统,金币不足，申请开店最低金币为:{0},车行
2100,系统,金币不足，不能进入该房间,21xx游戏五子棋
2101,系统,金币不足，无法继续增加底分,五子棋
2102,系统,当前底分为({0})，玩家{1}金币不足，请修改押注底分后再开始游戏,五子棋
2103,系统,只有房主可以修改底分,五子棋
2104,系统,房间底分已修改为({0})，请点击“准备”按钮开始游戏,五子棋
2105,系统,玩家<color=#FFFF33>{0}</color>邀请您前往五子棋<color=#FFFF33>{1}</color><color=#FFFF33>{2}</color>桌进行游戏，是否同意？,五子棋
2106,系统,房间已满，无法进入,五子棋
2107,系统,您已被房主踢出房间,五子棋
2108,系统,对方请求悔棋，是否同意？{0}s,五子棋
2109,系统,征求对方意见中，请稍候{0}s,五子棋
2110,系统,悔棋成功，请继续游戏,五子棋
2111,系统,对方拒绝悔棋请求,五子棋
2112,系统,是否发起求和？,五子棋
2113,系统,对方发起求和，是否同意？{0}s,五子棋
2114,系统,对方同意求合，游戏结束,五子棋
2115,系统,对方拒绝求和,五子棋
2116,系统,是否确定认输,五子棋
2117,系统,入座失败，金币不足,五子棋
2118,系统,入座失败，该位置已有玩家入座,五子棋
2119,系统,入座失败，房间已满,五子棋
2120,系统,入座失败，数据异常,五子棋
2201,系统,等待下次发牌,22xx二十一点
2202,系统,投降后庄家收取一半下注筹码，确定要投降吗？,21点
2203,系统,角色数据异常,21点
2204,系统,金币不足,21点
2205,系统,金币不足，已被取消坐庄,21点
2206,系统,退出房间失败,21点
2207,系统,长时间未下注，已被移出房间,21点
2208,系统,金币不足，申请坐庄最低金币为:{0},21点
2209,系统,请等待下次发牌,21点
2210,系统,恭喜获胜，赢得{0}金币,21点
2211,系统,很遗憾你输了,21点
2212,系统,下注时间已结束，请等待下次下注,21点
2213,系统,请等待庄家入座,21点
2214,系统,进入该房间需要{0}金币,21点
2215,系统,金币不足无法继续游戏,21点
2216,系统,平局,21点
2217,系统,金币超出房间上限（{0}），请前往更高级房间游戏,21点
2218,系统,已达到下注上限,21点
2219,系统,庄家不能中途退出,21点
2220,系统,分牌金币不足,21点
2300,系统,是否要解散房间,23xx斗地主
2301,系统,角色数据异常,斗地主
2302,系统,正在匹配中，请稍候…,斗地主
2303,系统,进入该房间需要{0}金币,斗地主
2304,系统,牌型不符,斗地主
2305,系统,游戏已开始，请耐心完成游戏,斗地主
2306,系统,请先选择要出的牌,斗地主
2307,系统,进入该房间需要{0}金币,斗地主
2308,系统,开始匹配最低需要{0}金币,斗地主
2309,系统,出牌时间已结束,斗地主
2310,系统,金币超出房间上限（{0}），请前往更高级房间游戏,斗地主
2400,系统,正在轮换庄家，请稍候…,24xx牛牛
2401,系统,入座贵宾席需要拥有{0}金币（入座免费）,牛牛
2402,系统,该贵宾席位已经有人入座,牛牛
2403,系统,您已经坐入贵宾席，无需继续操作,牛牛
2404,系统,角色数据异常,牛牛
2405,系统,庄家不能下注,牛牛
2406,系统,下注失败，金币不足,牛牛
2407,系统,下注失败，已达到下注上限,牛牛
2408,系统,申请上庄失败，上庄最低金币为:{0},牛牛
2409,系统,做庄次数已到，您已下庄,牛牛
2410,系统,剩余金币不足，您已下庄,牛牛
2411,系统,下注时间已结束，请等待下次下注,牛牛
2412,系统,金币不足，您已被请离贵宾席,牛牛
2413,系统,下注时间已结束，请等待下次下注,牛牛
2414,系统,下注不能超过自身金额的10%,牛牛
2415,系统,下注不能超过庄家金额的10%,牛牛
2416,系统,请耐心等候开奖结果，以免错过大奖哦！,牛牛
2417,系统,游戏结算中，请稍候,牛牛
2418,系统,您今天游戏币输赢已达到最大限额，请明天再来游戏,牛牛
2500,系统,房间已满，无法进入,捕鱼
2501,系统,进入该房间需要{0}金币,捕鱼
2502,系统,金币超出房间上限（{0}），请前往更高级房间游戏,捕鱼
2503,系统,金币不足,捕鱼
2504,系统,解锁需要Vip{0},捕鱼
2505,系统,解锁需要{0}钻石,捕鱼
2506,系统,解锁失败,捕鱼
2507,系统,长时间未开火，已被移出房间,捕鱼
2601,系统,数据异常,麻将
2602,系统,请先打完定缺的牌,麻将
2603,系统,花牌不能打出,麻将cz
2700,系统,上贡失败,惯蛋
2701,系统,还贡失败,惯蛋
2702,系统,还贡牌点数不能大于10,惯蛋
2703,系统,必须上贡点数最大的牌,惯蛋
2801,系统,不在出牌状态,够级
2802,系统,不该你出牌,够级
2803,系统,出牌数为空,够级
2804,系统,没有这些牌,够级
2805,系统,牌型不符或大不过,够级
2806,系统,憋三玩法不能出三,够级
2807,系统,烧牌中都得带王出牌,够级
2808,系统,烧牌过程中王后不够,够级
3001,系统,恭喜<color=#FFFF33>{1}</color>天降鸿福，在<color=#FFFF33>森林舞会</color>中喜获<color=#FFFF33>彩金</color>大奖，赢得<color=#FFFF33>{0}</color>金币,走马灯
3002,系统,恭喜<color=#FFFF33>{1}</color>天降鸿福，在<color=#FFFF33>森林舞会</color>中喜获<color=#FFFF33>大三元</color>大奖，赢得<color=#FFFF33>{0}</color>金币,走马灯
3003,系统,恭喜<color=#FFFF33>{1}</color>天降鸿福，在<color=#FFFF33>森林舞会</color>中喜获<color=#FFFF33>大四喜</color>大奖，赢得<color=#FFFF33>{0}</color>金币,走马灯
3004,系统,恭喜<color=#FFFF33>{1}</color>天降鸿福，在<color=#FFFF33>森林舞会</color>中喜获<color=#FFFF33>送枪</color>大奖，赢得<color=#FFFF33>{0}</color>金币,走马灯
3005,系统,恭喜<color=#FFFF33>{1}</color>鸿运当头，在<color=#FFFF33>水果连线</color>中赢得<color=#FFFF33>{0}</color>金币,走马灯
3006,系统,服务器将在<color=#FFFF33>{1}S</color>后关闭进行维护，请提前下线，以免造成游戏数据丢失。,走马灯
3007,系统,恭喜<color=#FFFF33>{1}</color>财运滚滚，在<color=#FFFF33>百人牛牛</color>中赢得<color=#FFFF33>{0}</color>金币,走马灯
3008,系统,恭喜<color=#FFFF33>{1}</color>财运滚滚，在<color=#FFFF33>牛牛大战</color>中赢得<color=#FFFF33>{0}</color>金币,走马灯
3009,系统,恭喜<color=#FFFF33>{1}</color>时来运转，在<color=#FFFF33>千炮捕鱼</color>中捕获<color=#FFFF33>炸弹鱼</color>赢得<color=#FFFF33>{0}</color>金币,走马灯
3010,系统,恭喜<color=#FFFF33>{1}</color>时来运转，在<color=#FFFF33>千炮捕鱼</color>中捕获<color=#FFFF33>财神龟</color>赢得<color=#FFFF33>{0}</color>奖券,走马灯
4001,系统,小纸条：适度娱乐，理性消费,加载提示
4002,系统,小纸条：适度娱乐，理性消费,加载提示
4003,系统,小纸条：适度娱乐，理性消费,加载提示
4004,系统,小纸条：适度娱乐，理性消费,加载提示
4005,系统,小纸条：适度娱乐，理性消费,加载提示
4006,系统,小纸条：适度娱乐，理性消费,加载提示
4007,系统,小纸条：适度娱乐，理性消费,加载提示
4008,系统,小纸条：适度娱乐，理性消费,加载提示
4009,系统,小纸条：适度娱乐，理性消费,加载提示
4010,系统,小纸条：适度娱乐，理性消费,加载提示
4011,系统,小纸条：适度娱乐，理性消费,加载提示
4012,系统,小纸条：适度娱乐，理性消费,加载提示
4013,系统,小纸条：适度娱乐，理性消费,加载提示
4014,系统,小纸条：适度娱乐，理性消费,加载提示
4015,系统,小纸条：适度娱乐，理性消费,加载提示
4016,系统,小纸条：适度娱乐，理性消费,加载提示
4017,系统,小纸条：适度娱乐，理性消费,加载提示
4018,系统,小纸条：适度娱乐，理性消费,加载提示
4019,系统,小纸条：适度娱乐，理性消费,加载提示
4020,系统,小纸条：适度娱乐，理性消费,加载提示
23000,系统,大家好，很高兴见到各位,斗地主
23001,系统,怎么又断线了，网络怎么这么差啊,斗地主
23002,系统,和你合作实在是太愉快了,斗地主
23003,系统,快点吧，我等的花都谢了,斗地主
23004,系统,各位真不好意思，我要离开一会,斗地主
23005,系统,你是MM还是GG,斗地主
23006,系统,你的牌打得也太好了,斗地主
23007,系统,交个朋友吧,斗地主
23008,系统,再见了，我会想念大家的,斗地主
23009,系统,不要走，决战到天亮,斗地主
23010,系统,不要吵，专心玩游戏吧,斗地主
24001,系统,快点呀！,常州麻将
24002,系统,你可以打快点嘛？,常州麻将
24003,系统,这牌好的不行，都不知道怎么打了。,常州麻将
24004,系统,不要催。,常州麻将
24005,系统,不要吵了！,常州麻将
24006,系统,三缺一啊？那我来的正好。,常州麻将
24007,系统,你一直盯着我碰干什么？,常州麻将
24008,系统,这么好的牌，都没给我胡到！,常州麻将
24009,系统,打错牌了。,常州麻将
24010,系统,今天运气不好，明天来吧！,常州麻将
24011,系统,输光了，回家了。,常州麻将
25001,系统,这牌打得好！,够级
25002,系统,你打牌真磨叽！,够级
25003,系统,别着急，我想想。,够级
25004,系统,你怎么乱出牌？,够级
25005,系统,完了，出错牌了。,够级
25006,系统,要不起，你们上。,够级
25007,系统,再不压，他就跑了。,够级
25008,系统,头科是我的，不要和我抢。,够级
25009,系统,不会打还喜欢瞎指挥。,够级
25010,系统,你宣我点试试！,够级
25011,系统,我这牌你还想开点？,够级
25012,系统,谁出够级牌试试，看我不烧烂你！,够级
25013,系统,完了完了，又开不了点了。,够级
26000,系统,是否确定申请认输?,象棋
26001,系统,是否确定申请求和！,象棋
26002,系统,对方申请求和，是否同意。{0}s,象棋
26003,系统,求和次数已经使用完毕！,象棋
26004,系统,对方拒绝求和！,象棋
26011,系统,越界(位置非法),象棋
26012,系统,此棋数据异常!,象棋
26013,系统,不该你下棋!,象棋
26014,系统,此处不能落子!,象棋
26015,系统,送将不能走!,象棋
26016,系统,请先应将!,象棋
26017,系统,长将需要变招!,象棋
26018,系统,长捉需要变招 ,象棋
26019,系统,将捉交替次数超限需要变招!,象棋
26021,系统,无吃子将军着数累计到20步将判和!,象棋
26022,系统,无吃子着数达到120步将判和!,象棋
26023,系统,双方互相长将6次将判和!,象棋
26024,系统,双方互相长捉6次将判和!,象棋
26025,系统,非将非应将非捉非应捉局面重复5次将判和!,象棋
26026,系统,棋子移动目标位置非法!,象棋

